"name","sku","category","image_url","page_url"
"Hook Rail Hook fits Wardrobe Rail Ant Iron 75mm 16mm Int Dia","70.497S.AI.75","Curtain Rail Hooks, Hook Rails, Hooks, Robe Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.497S.AI_.75-Hook-Rail-Spare-Hook-also-fits-Wardrobe-Rail-Ant-Iron-75mm.jpg","https://www.adfixtrade.co.uk/products/hooks/robe-hooks/hook-rail-spare-hook-fits-wardrobe-rail-ant-iron-75mm-15mm-d/"
"Hook Rail Leaf Design (4 Twisted Hook) Black B/Wax 500mm","01.850.HFB.500","Hook Rails, Hookrails, Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.850.HFB_.500-Hook-Rail-H-Forged-500mm-scaled.jpg","https://www.adfixtrade.co.uk/products/hooks/hookrails/hook-rail-leaf-design-4-twisted-hook-black-b-wax-500mm/"
"Hook Rail with CATS Cast Ant Iron 123mm x 325mm","E139.BS","Hook Rails, Hooks, Novelty","","https://www.adfixtrade.co.uk/products/hooks/novelty/hook-rail-with-cats-measuremenst-325mm-x-125mm/"
"Horseshoe Coat Hook Double Robe Style Ant Iron 4″ x 3″","70.338.AI.100","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.338.AI_.100-Horseshoe-Coat-Hook.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/horseshoe-coat-hook-double-robe-style-ant-iron-4-x-3/"
"House Wall Number Plaque for 3 x Ceramic Inserts Iron 150mm","01.344.AI.NUM","House Numbers, Places, Victorian, Wall Plaques","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.344.AI_.NUM-Wall-House-number-plaque-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/wall-plaques/house-wall-number-plaque-for-3-x-ceramic-inserts-iron-150mm/"
"Intrudaloc – Door Lock System – Epoxy White Finish","70.358.EWH.INT","Industrial, Locks & Bolts, Security","","https://www.adfixtrade.co.uk/products/security/intrudaloc-door-lock-system-epoxy-white-finish/"
"Intrudaloc – Door Lock System – Satin Epoxy Black","70.358.SEB.INT","Industrial, Locks & Bolts, Security","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.358.SEB_.INT-Intrudaloc-Satin-Epoxy-Black-scaled.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/intrudaloc-door-lock-system-satin-epoxy-black/"
"Intrudaloc – Door Lock System – Yellow Zinc Plate","70.358.YZP.INT","Industrial, Locks & Bolts, Security","","https://www.adfixtrade.co.uk/products/security/intrudaloc-door-lock-system-yellow-zinc-plate/"
"Intrudaloc – Door Lock System – Zinc Plate","70.358.ZP.INT","Industrial, Locks & Bolts, Security","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.358.ZP_.INT-Intrudaloc-Door-Lock-System-ZP.jpg","https://www.adfixtrade.co.uk/products/security/intrudaloc-door-lock-system-zinc-plate/"
"Knob – Hammered Top Cast Waxed Antique Iron 30mm Dia","70.086D.AI.30","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.086D.AI_.30-Knob-Hammered-Top-Cast-Ant-Iron-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-hammered-top-cast-waxed-antique-iron-30mm-dia/"
"Knob – Hammered Top Cast Waxed Antique Iron 32mm Dia","70.086D.AI.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.086D.AI_.32-Knob-Hammered-Top-Cast-Ant-Iron-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-hammered-top-cast-waxed-antique-iron-32mm-dia/"
"Knob – Hammered Top Cast Waxed Antique Iron 35mm Dia","70.086D.AI.35","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086D.AI_.35-Hammered-Knob-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-hammered-top-cast-waxed-antique-iron-35mm-dia/"
"Knob – Hammered Top Cast Waxed Antique Iron 38mm Dia","70.086D.AI.38","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.086D.AI_.38-Knob-Hammered-Top-Cast-Ant-Iron-38mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-hammered-top-cast-waxed-antique-iron-38mm-dia/"
"Knob & Base Plate Victorian Cast Ant Iron 35mm Dia (AF003AI)","70.086.AI.35","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086.AI_.35-Knob-Plate-Victorian-Ant-Iron-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-base-plate-victorian-cast-ant-iron-35mm-dia-af003ai/"
"Knob & Base Plate Victorian Cast Ant Iron 40mm Dia (AF003)","70.086.AI.40","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086.AI_.40-Knob-Base-Plate-Victorian-Ant-Iron-40mm-2.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-base-plate-victorian-cast-ant-iron-40mm-dia-af003/"
"Knob & Base Plate Victorian Cast Antique Iron 16mm Dia","70.086.AI.16","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086.AI_.16-Knob-Plate-Ant-Iron-16mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-base-plate-victorian-cast-antique-iron-16mm-dia/"
"Knob & Base Plate Victorian Cast Antique Iron 20mm Dia","70.086.AI.20","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086.AI_.20-Knob-Plate-Ant-Iron-20mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-base-plate-victorian-cast-antique-iron-20mm-dia/"
"Knob & Base Plate Victorian Cast Antique Iron 25mm Dia","70.086.AI.25","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.086.AI_.25-Knob-Base-Plate-Victorian-Cast-Antique-Iron-25mm-Dia-copy.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-base-plate-victorian-cast-antique-iron-25mm-dia/"
"Knob & Base Plate VICTORIAN Cast Polished Brass 16mm Dia","70.086.SB.16","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086.SB_.16-Knob-Base-Plate-Victorian-Solid-Brass-16mm-.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-base-plate-victorian-cast-polished-brass-16mm-dia/"
"Knob and Square Back Plate BRAMLEY Antique Iron 35mm dia","A159","Cabinet Knobs, Door Knobs, Knobs, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2022/04/A159-Knob-Square-Back-Plate-BRAMLEY-Antique-Iron-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/knob-and-square-back-plate-bramley-antique-iron-35mm-dia/"
"Knob and Square Back Plate BRAMLEY Polished Brass 35mm dia","A105.AL","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/A105.AL-Knob-Square-Back-Plate-BRAMLEY-Solid-Brass-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-and-square-back-bramley-polished-brass-35mm-dia/"
"Knob and Square Back Plate BRAMLEY Polished Chrome 35mm dia","A103.AL","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/A103.AL-Knob-Back-Plate-BRAMLEY-Chrome-35mm-dia.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-and-square-back-bramley-polished-chrome-35mm-dia/"
"Knob and Square Back Plate BRAMLEY Polished Nickel 35mm dia","A139","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/12/A139-Knob-Back-Plate-BRAMLEY-Nickel-35mm-dia-2.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-and-square-back-plate-bramley-polished-nickel-35mm-dia/"
"Knob ANTLER Design Antique Cream Patina 80mm wide NLA","01.086T.ACP.80","Animal, Cabinet Knobs, Door Knobs, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.086T.ACP_.80-Antler-style-knob-Antique-Cream-Patina-80mm-wide.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/animal/knob-antler-design-antique-cream-patina-80mm-wide-nla/"
"Knob Back Plate Base SHERRY Cast Ant Iron 35mm","A126.KA","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/A126.KA-Knob-Back-Plate-Cast-Antique-Iron-30mm-Dia.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-back-plate-base-35mm/"
"Knob Back Plate Round Cast Ant Iron 30mm Dia (AF030)","70.089.AI.30","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.089.AI_.130-Chest-Lifting-Handle-Plate-AI-130mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-back-plate-round-cast-ant-iron-30mm-dia-af030/"
"Knob Back Plate Round Cast Ant Iron 30mm Dia (AF030) TBD","30.089.AI.30","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.089.AI_.30-Knob-Back-Plate-Cast-Ant-Iron-30mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-back-plate-round-cast-ant-iron-30mm-dia-af030-tbd/"
"Knob Back Plate Round J DUCKETT & SON Ant Iron 30mm Dia","70.089J.AI.30","Cabinet Knobs, Door Knobs, Knobs, Railway","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.089J.AI_.30-Knob-Back-Plate-Round-J-DUCKETT-SON-Ant-Iron-30mm-Dia-.jpeg.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/railway/knob-back-plate-round-j-duckett-son-ant-iron-30mm-dia/"
"Knob Back Plate SQUARE BEVELLED Antique Iron 38 x 38mm","70.089A.AI.38","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.089A.AI_.38-Knob-Back-Plate-Square-Antique-Iron-38-x-38mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-back-plate-square-bevelled-antique-iron-38-x-38mm/"
"Knob Back Plate Square Chrome on Iron 38 x 38mm TBD","70.089A.CHC.38","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.089A.CHC_.38-Knob-Back-Plate-Square-Chrome-on-Iron-38-x-38mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-back-plate-square-chrome-on-iron-38-x-38mm-tbd/"
"Knob Backplate only FILIGREE Cast Antique Brass 70mm","49.089F.AB.75","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.089F.AB_.75-Backplate-Filigree-Ant-Brass-50mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-backplate-only-filigree-cast-antique-brass-70mm/"
"Knob Backplate only FILIGREE Cast Antique Iron 130mm","49.089F.AI.75","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.089F.AI_.75-Backplate-Filigree-Ant-Iron-50mm-2.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-backplate-only-filigree-cast-antique-iron-70mm/"
"Knob Ball Knob & Stem + Plate Cast Ant COPPER 32mm Dia","01.086F.AC.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.086F.AC_.32-Ball-Knob-Plate-Cast-Ant-Copper-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-ball-knob-stem-plate-cast-ant-copper-32mm-dia/"
"Knob Ball Knob & Stem + Plate Cast Ant Iron 32mm Dia","70.086F.AI.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086F.AI_.32-Ball-Knob-stem-with-Base.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-ball-knob-stem-plate-cast-ant-iron-32mm-dia/"
"Knob Ball Round Solid Cast Ant Iron 45mm Dia","05.086.AI.45","Door Knobs, Door Knobs & Escutcheons, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/05.086.AI_.45-Ball-Knob-Cast-Iron-45mm-Dia.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-ball-round-solid-escutcheons-cast-ant-iron-45mm-dia/"
"Knob Ball Stem & Back Plate Cast Antique Iron 31mm dia M4","A108.WU","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/A108.WU-Knob-Ball-Stem-Backplate-M4-Ant-Iron-31mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-ball-stem-back-plate-cast-antique-iron-31mm-dia-m4/"
"Knob BLACK & WHITE Ceramic ALBANY 35mm Dia","A125.KA","Cabinet Knobs, Door Knobs, Knobs, Ornate","","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-black-white-ceramic-albany-ant-iron-back-plate-35mm/"
"Knob BULLDOG HEAD Cast Ant Iron 36mm","A136","Animal, Cabinet Knobs, Door Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2021/09/A136-Cupboard-Knob-BULLDOG-HEAD-Ant-Iron-45mm-1.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/animal/knob-bulldog-head-cast-ant-iron-36mm/"
"Knob BURNETT Square Ant Iron 40mm","A117.JI","Cabinet Knobs, Door Knobs, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/A117.JI-Knob-Square-BURNETT-M4-Thread-Cast-Ant-Iron-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-burnett-square-ant-iron-measurements-40mm-dia/"
"Knob Button Bureau Spice Rear Thread Antique Iron 16mm Dia","03.086B.AI.16","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/new.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-button-bureau-spice-screw-in-cast-antique-iron-16mm-dia/"
"Knob Cannon Ball Round Cast Antique Iron 32mm Dia M4","70.082B.AI.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082B.AI_.32-Canon-Ball-Knob-Cast-Ant-Iron-32mm-Dia-M4.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-cannon-ball-round-cast-antique-iron-32mm-dia-m4/"
"Knob Cannon Ball Round Cast Antique Iron 38mm Dia M4","70.082B.AI.38","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082B.AI_.38-Canon-Ball-Knob-Cast-Ant-Iron-32mm-Dia-M4.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-cannon-ball-round-cast-antique-iron-38mm-dia-m4/"
"Knob Ceramic Duck Egg Blue & Backplate FILIGREE Ant Iron 5″","49.089DEB.AI.50","Cabinet Knobs, Door Knobs, Knobs, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.089DEB.AI_.50-Knob-Ceramic-Duck-Egg-Blue-Backplate-FILIGREE-Ant-Iron-5-Back.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-ceramic-duck-egg-blue-backplate-filigree-ant-iron-5/"
"Knob Ceramic Magenta & Backplate FILIGREE Ant Brass 5″","49.089F.AB.50","Cabinet Knobs, Door Knobs, Knobs, Ornate","","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-ceramic-magenta-backplate-filigree-ant-brass-5/"
"Knob Ceramic Magenta & Backplate FILIGREE Ant Iron 5″","49.089F.AI.50","Cabinet Knobs, Door Knobs, Knobs, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2022/04/49.089F.AI_.50-Knob-Ceramic-Magenta-Dusky-Pink-Filigree-Antique-Iron-125mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-ceramic-magenta-backplate-filigree-ant-iron-5/"
"Knob Ceramic Off White & Backplate FILIGREE Ant Iron 5″","49.089OW.AI.50","Cabinet Knobs, Door Knobs, Knobs, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.089OW.AI_.50-Knob-Ceramic-Off-White-Backplate-FILIGREE-Ant-Iron-5.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-ceramic-off-white-backplate-filigree-ant-iron-5/"
"Knob Ceramic Patterned & Backplate FILIGREE Ant Iron 5″","49.089E.AI.50","Cabinet Knobs, Door Knobs, Knobs, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.089E.AI_.50-Knob-Ceramic-Patterned-Backplate-FILIGREE-Ant-Iron-5.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-ceramic-patterned-backplate-filigree-ant-iron-5/"
"Knob Ceramic White & Backplate FILIGREE Ant Iron 5″","49.089W.AI.50","Cabinet Knobs, Door Knobs, Knobs, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.089W.AI_.50-Knob-Ceramic-White-Backplate-FILIGREE-Ant-Iron-5.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-ceramic-white-backplate-filigree-ant-iron-5/"
"Knob Crystal & Black Narrow Stem 29mm Dia x 28mm High","49.083D.CRB.29","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.083D.CRB_.29-Crystal-Black-Knob-29mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-crystal-black-narrow-stem-29mm-dia-x-28mm-high/"
"Knob Crystal & Chrome Narrow Stem 29mm Dia x 28mm High – TBD","49.083D.CRC.29","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.083D.CRC_.29-Crystal-Chrome-Knob-29mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-crystal-chrome-narrow-stem-29mm-dia-x-28mm-high/"
"Knob Cupboard BEE Design Cast Antique Iron 28mm","A138","Animal, Cabinet Knobs, Door Knobs, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/10/A138-Cupboard-Knob-BEE-Cast-Ant-Iron-38mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/animal/knob-cupboard-bee-design-cast-antique-iron-28mm/"
"Knob Cupboard Beehive Design Cast Ant Iron M4 Thread 32mm D","A101.WU","Cabinet Knobs, Door Knobs, Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/A101.WU-Cabinet-Knob-Beehive-Design-Cast-Ant-Iron-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-cupboard-beehive-design-cast-ant-iron-m4-thread-32mm-d/"
"Knob Cupboard Screw & Plate Hollow Antique Brass 32mm Dia","49.086A.AB.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.086A.AB_.32-Cupboard-Knob-Hollow-Brass-Antique.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-cupboard-screw-plate-hollow-antique-brass-32mm-dia/"
"Knob Cupboard Screw & Plate Hollow Antique Brass 38mm Dia","49.086A.AB.38","Cabinet Knobs, Door Knobs, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.086A.AB_.38-Cupboard-Knob-Hollow-Antique-Brass-38mm-Dia-Surface-Fired.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-cupboard-screw-plate-hollow-antique-brass-38mm-dia/"
"Knob Curved Top Antique Iron 32mm","70.086C.AI.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086C.AI_.32-Knob-Curved-Top-Antique-Iron-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-curved-top-antique-iron-32mm/"
"Knob Curved Top Cast Ant Iron 35mm Dia","70.086C.AI.35","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.086C.AI_.35-Knob-Curved-Top-Cast-Ant-Iron-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-curved-top-cast-ant-iron-35mm-dia/"
"Knob Domed Rim Button Cast Ant Iron 32mm Dia","70.086E.AI.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086E.AI_.32-Button-Rim-Knob-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-domed-rim-button-cast-ant-iron-32mm-dia/"
"Knob Domed Rim Button Cast Ant Iron 35mm Dia","70.086E.AI.35","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086E.AI_.35-Knob-Domed-Rim-Button-Cast-Ant-Iron-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-domed-rim-button-cast-ant-iron-35mm-dia/"
"Knob Domed Rim Button Cast Ant Iron 38mm Dia","70.086E.AI.38","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086E.AI_.38-Button-Rim-Knob-38mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/knob-domed-rim-button-cast-ant-iron-38mm-dia/"
"Knob Domed with Circular Rings Ant Iron 25mm 05.086D.AI.25","05.086Y.AI.25","Cabinet Knobs, Door Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/05.086D.AI_.25-Domed-knob-with-Rings-AI-20mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-domed-with-circular-rings-ant-iron-25mm-05-086d-ai-25/"
"Knob Domed with Circular Rings Ant Iron 32mm 05.086D.AI.30","05.086Y.AI.30","Cabinet Knobs, Door Knobs, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/05.086D.AI_.30-Domed-knob-with-Rings-AI-30mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/knob-domed-with-circular-rings-ant-iron-32mm-05-086d-ai-30/"
