"name","sku","category","image_url","page_url"
"Hand Rail Bracket MOP STICK with ARM Chrome on Brass 44mm","K102.AL","Handrails, Miscellaneous","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/K102.AL-Handrail-Bracket-Mop-Stick-Chrome-44mm-2.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/miscellaneous/hand-rail-bracket-mop-stick-with-arm-chrome-on-brass-44mm/"
"Hand Rail Bracket Strong Cast Ant Iron 3″ / 75mm Protrusion","94.090H.AI.100","Furniture Fittings, Handrails","https://www.adfixtrade.co.uk/wp-content/uploads/2022/05/94.090H.AI_.100-Hand-Rail-Bracket-Strong-Cast-Ant-Iron-75mm-Protrusion-2.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/handrails/hand-rail-bracket-strong-cast-ant-iron-3-75mm-protrusion/"
"Hand Rail Bracket Strong Cast Antique Iron 3″ / 75mm","K118","Category: Handrails","https://www.adfixtrade.co.uk/wp-content/uploads/2021/06/K118-Hand-Rail-Bracket-Strong-Cast-Antique-Iron-3-75mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/handrails/hand-rail-bracket-strong-cast-antique-iron-3-75mm/"
"Hand Rail Bracket Strong Cast Antique Iron 4″ / 100mm","01.090H.AI.100","Handrails, Miscellaneous","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.090H.AI_.100.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/handrails/handrail-bracket-strong-cast-antique-iron-4-100mm/"
"Hand Rail Bracket Strong Cast Iron Satin Black 3″ / 75mm","K117","Category: Handrails","https://www.adfixtrade.co.uk/wp-content/uploads/2020/12/K117-Hand-Rail-Bracket-Strong-Cast-Iron-Satin-Black-3-75mm-3.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/handrails/hand-rail-bracket-strpmg-cast-iron-satin-black-4-100mm/"
"Hand Rail Bracket Swivel 2 Part Cast Antique Iron","01.090S.AI.95","Handrails, Miscellaneous","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.090S.AI_.95-Handrail-Bracket-Swivel-Cast-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/handrails/handrail-bracket-swivel-2-part-cast-antique-iron/"
"Hand Rail Bracket Victorian Chrome Plate 80mm","43.090.CPB.80","Handrails, Miscellaneous","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/43.090.CPB_.80-Hand-Rail-Bracket-Chrome-80mm.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/miscellaneous/hand-rail-bracket-victorian-chrome-plate-80mm/"
"Hand Rail Bracket Victorian Chrome Plate 80mm","49.090.CPB.80","Furniture Fittings, Handrails","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.090.CPB_.80-Hand-Rail-Bracket-Victorian-Chrome-80mm.jpg","https://www.adfixtrade.co.uk/products/furniture-fittings/hand-rail-bracket-victorian-chrome-plate-80mm-2/"
"Hand Rail Bracket Victorian Solid Brass 80mm","43.090.PB.80","Handrails, Miscellaneous","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/43.090.PB_.80-Handrail-Bracket-Solid-Brass-80mm.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/miscellaneous/hand-rail-bracket-victorian-solid-brass-80mm/"
"Hasp & Staple Arrowhead Antique Black Wax 100mm","49.340.ABW.100","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.ABW_.115-Hasp-and-Staple-Plain-Black-Wax-115mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-arrowhead-antique-black-wax-100mm/"
"Hasp & Staple Arrowhead Antique Iron 100mm","49.340.AI.100","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.AI_.100-Hasp-Staple-Arrowhead-100mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-arrowhead-antique-iron-100mm/"
"Hasp & Staple Arrowhead Antique Iron 100mm (AF038)","30.340.AI.100","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.340.AI_.100-Arrowhead-hasp-staple-100mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-arrowhead-antique-iron-100mm-af038/"
"Hasp & Staple Arrowhead Antique Iron 100mm (AF038) TBD","01.340.AI.100","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.340.AI_.100-Hasp-Staple-Arrowhead-Ant-Iron-100mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-arrowhead-antique-iron-100mm-af038-tbd/"
"Hasp & Staple Arrowhead Rust 100mm","49.340.RU.100","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.RU_.100-Hasp-Staple-Arrowhead-Ant-Iron-Rusty-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-arrowhead-rust100mm/"
"Hasp & Staple Arrowhead Satin Epoxy Black 100mm (AF038)","30.340.SEB.100","Hasp & Staple, Hasp & Staples","","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-arrowhead-satin-epoxy-black-100mm-af038/"
"Hasp & Staple BUTTERFLY Antique Iron 130mm / 5″","70.342.AI.130","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.342.AI_.130-Hasp-Staple-Butterfly-Antique-Iron-130mm-2.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-butterfly-antique-iron-130mm-5/"
"Hasp & Staple Cast Iron Black 100mm / 4″ (IMHS5)","01.340.BL.100","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.340.BL_.100-Hasp-Staple-Cast-Iron-Black-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-cast-iron-black-100mm-4-imhs5/"
"Hasp & Staple Plain Antique Black Wax 150mm / 6″","49.340.ABW.150","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.ABW_.150-Hasp-and-Staple-ABW-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-plain-antique-black-wax-150mm-6/"
"Hasp & Staple Plain Antique Iron 115mm / 4.5″","49.340.AI.115","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.AI_.115-Hasp-and-Staple-Plain-Antique-Iron-115mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-plain-antique-iron-115mm-4-5/"
"Hasp & Staple Plain Antique Iron 150mm / 6″","49.340.AI.150","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.AI_.150-Hasp-Staple-Ant-Iron-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-plain-antique-iron-150mm-6/"
"Hasp & Staple Plain Rust 115mm / 4.5″>","49.340.RU.115","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.RU_.115-Hasp-and-Staple-Plain-Rust-115mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-plain-rust-115mm-4-5/"
"Hasp & Staple Plain Rust 150mm / 6″ TBD","49.340.RU.150","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340D.AI_.150-Hasp-Staple-Plain-Ant-Iron-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-plain-rust-150mm-6-tbd/"
"Hasp & Staple Spear Head Hinged 3 Part Ant Black 180mm o/all","05.340.MB.180","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/05.340.MB_.180-Hasp-Staple-Black.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-spear-head-hinged-3-part-ant-black-180mm-o-all/"
"Hasp & Staple Spear Head Hinged 3 Part Ant Iron 180mm – TBD","05.340.AI.180","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/05.340.AI_.180-Hasp-Staple-3-part-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-spear-head-hinged-3-part-ant-iron-180mm-o-all/"
"Hasp & Staple Spear Head Hinged 3 Part Rust 180mm o/all","05.340.RU.180","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/05.340.RU_.180-Hasp-Staple-Rust.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-spear-head-hinged-3-part-rust-180mm-o-all/"
"Hasp & Staple Spearhead Antique Iron 130mm / 5″","49.341.AI.130","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.341.AI_.130-Hasp-Staple-Spearhead-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-spearhead-antique-iron-130mm-5/"
"Hasp & Staple Spearhead Cast Antique Iron 150mm / 6″","49.341A.AI.150","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.341A.AI_.150-Hasp-Staple-Spearhead-Cast-Ant-Iron-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/hasp-staple-spearhead-cast-antique-iron-150mm-6/"
"Hasp & Staple Spearhead Rustic 100mm","03.341.RU.130","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.341.RU_.130-Hasp-Staple-Spearhead-Rust-100mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-spearhead-rustic-100mm/"
"Hasp & Staple Spearhead Rusty 130mm / 5″ – TBD","49.341.RU.130","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.341.RU_.130-Hasp-Staple-Spearhead-Rust-100mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/tbd-hasp-staple-spearhead-rusty-130mm-5/"
"Hasp & Staple Spearhead Satin Epoxy Black 130mm","49.341.SEB.130","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.341.SEB_.130-Hasp-Staple-Spearhead-Black-Epoxy-130mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hasp-staple/hasp-staple-spearhead-satin-epoxy-black-130mm/"
"Hat & Coat Hook Acorn 2 Hole Antique Copper 130mm / 5″","01.336B.AC.130","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.336B.AB_.130-Hat-Coat-Hook-Acorn-2-Hole-Antique-Brass-130mm-5.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-acorn-2-hole-antique-copper-130mm-5/"
"Hat & Coat Hook Acorn 2 Hole Antique Iron 130mm / 5″","01.336B.AI.130","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.336B.AI_.130-Hat-Coat-Hook-Acorn-2-Hole-Antique-Iron-130mm-5.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-acorn-2-hole-antique-iron-130mm-5/"
"Hat & Coat Hook Acorn Cast Antique Iron 5″ / 130mm","49.336B.AI.130","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.336B.AI_.130-Hat-Coat-Hook-2-Hole-Ant-Iron-130mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-acorn-cast-antique-iron-5-130mm/"
"Hat & Coat Hook ACORN Tip Strong Malleable Black 5″ / 135mm","70.336B.SEB.135","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336B.SEB_.135-Hat-Coat-Hook-Acorn-Tip-Strong-Malleab-Black-5-135mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-acorn-tip-strong-malleable-black-5-135mm/"
"Hat & Coat Hook ACORN Tips 2 Holes Antique Iron 130mm / 5″","70.336B.AI.130","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336B.AI_.130-Acorn-Coat-Hook-2-hole-Ant-Iron-130mm-e1590137456679.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-acorn-tips-2-hole-antique-iron-130mm-5/"
"Hat & Coat Hook Albany Ceramic Set (Wood not included)","49.336SET.AIC.125","Coat Hooks, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/Albany.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/hat-coat-hook-albany-ceramic-set-wood-not-included/"
"Hat & Coat Hook Board PLAIN SIMPLE 5 hooks 750mm Sawn Pine","00.336F.BOARD.5","Coat Hooks, Coat Racks, Hook Rails, Hooks, Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/Coat-Boards-Victorian-Hooks-on-Rough-Sawn-Pine-Various-1.jpg","https://www.adfixtrade.co.uk/products/homeware/furniture-sets/coat-racks-furniture-sets/hat-coat-hook-board-plain-simple5-hooks-710x77mm-pine/"
"Hat & Coat Hook Ceramic Ball Tops PADSTOW Ant Iron 110mm","49.336E.AIC.110","Coat Hooks, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.336E.AIC_.110-Hat-Coat-Hook-PADSTOW-Ceramic-Tips.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/hat-coat-hook-ceramic-ball-tops-padstow-ant-iron-110mm/"
"Hat & Coat Hook CHILDS ACORN Epoxy Black 75mm /3″","09.336B.SEB.75","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/09.336B.SEB_.75-Coat-Hook-CHILDS-Acorn-Epoxy-Black-75mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-childs-acorn-epoxy-black-75mm-3/"
"Hat & Coat Hook CLASSIC Cast Antique Iron 6″ / 150mm","70.336C.AI.150","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336C.AI_.150-Hat-Coat-Hook-Classic.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-classic-ant-iron-6-150mm/"
"Hat & Coat Hook Flat Top Double Cast Antique Iron Large 6″","30.336.AI.153","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.336.AI_.153-Flat-Top-Hat-Coat-Hook-Cast-Antique-Iron-Large.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-flat-top-double-cast-antique-iron-large-6/"
"Hat & Coat Hook FRENCH 2 x RED ceramic ball tops 6″ TBD","E122.AB","Coat Hooks, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/AB-Hat-Coat-Hook-FRENCH-Ceramic-Tops-150mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/hat-coat-hook-french-2x-red-ceramic-ball-tops-6/"
"Hat & Coat Hook HERON Ant Cast Iron 133mm / 5.5″ (Southwest)","49.336H.AI.133","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.336H.AI_.133-Heron-Hook-Ant-Iron-133mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-heron-ant-cast-iron-133mm-5-5-southwest/"
"Hat & Coat Hook Large Rosette Double Pink Ceramic 215mm","49.336P.AIC.215","Coat Hooks, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.336P.AIC_.215-Rosette-Ceramic-Pink-Hook.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/hat-coat-hook-large-rosette-double-pink-ceramic-215mm/"
"Hat & Coat Hook Lined PUMPKIN Tip Cast Ant Iron 150mm / 6″","70.336J.AI.150","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.336J.AI_.150-Pumpkin-Tipped-Hook-Ant-Iron-160mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-lined-pumpkin-tip-cast-ant-iron-150mm-6/"
"Hat & Coat Hook ORNATE Cast Antique Cream Patina 6″ / 148mm","01.337D.ACP.148","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.337D.ACP_.148-Hat-Coat-Hook-Ornate-Cast-Antique-Cream-Patina-6-148mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-ornate-cast-antique-cream-patina-6-148mm/"
"Hat & Coat Hook PLAIN SIMPLE Double Antique Iron 120mm","49.336F.AI.120","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.336F.AI_.120-Plain-Simple-Hook-Antique-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-plain-simple-double-antique-iron-120mm/"
"Hat & Coat Hook SCALBY Antique Iron 175mm","E189","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2022/03/E189-Hat-Coat-Hook-SCALBY-Cast-Antique-Iron-175mm-2.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-scalby-antique-iron-175mm/"
"Hat & Coat Hook Swan Neck ‘P’ Ant Pink Patina 4 Hole 130mm","01.336F.APP.125","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.336F.APP_.125-Hat-Coat-Hook-Swan-Neck-P-Ant-Pink-Patina-4-Hole-130mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-swan-neck-p-ant-pink-patina-4-hole-130mm/"
"Hat & Coat Hook Swan Neck P Ant DARK Blue Patina 4 Hole130mm","01.336F.ABP.125","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.336F.ABP_.125-2-Hat-Coat-Hook-Swan-Neck-P-Ant-Blue-Patina-4-Hole-125mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-swan-neck-p-ant-dark-blue-patina-4-hole130mm/"
"Hat & Coat Hook Swan Neck P Ant SKY BLUE Patina 4 Hole130mm","E154.AB","Coat Hooks, Novelty","","https://www.adfixtrade.co.uk/products/hooks/traditional-style/hat-coat-hook-swan-neck-p-ant-sky-blue-patina-4-hole130mm/"
"Hat & Coat Hook takes Ceramic Insert Label Ant Iron 113mm","70.336A.AI.113","Coat Hooks, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336A.AI_.113-Label-Frame-Hook-web.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/hat-coat-hook-takes-ceramic-insert-label-ant-iron-113mm/"
"Hat & Coat Hook Victorian 2 Hole Chrome on Iron 110mm 4.5″","70.336.CHC.110","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336.CHC_.110-Victorian-Hook-2-Hole-Chrome-on-Iron-110mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-victorian-2-hole-chrome-on-iron-110mm-4-5/"
"Hat & Coat Hook Victorian 2 Hole Round Stem Ant Copper110mm","01.336.AC.110","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.336.AC_.110-Hat-Coat-Hook-Victorian-2-Hole-Round-Stem-Ant-Copper-110mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-victorian-2-hole-round-stem-ant-copper110/"
"Hat & Coat Hook Victorian Round Stem 4 Hole Ant Iron 110mm","30.336A.AI.110","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.336A.AI_.110-Hat-Coat-Hook-Victorian-Round-Stem-4-Hole-Ant-Iron-110mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-victorian-round-stem-4-hole-ant-iron-110mm/"
"Hat & Coat Hook VICTORIAN Square Stem 2 Hole Ant Brass 110mm","49.336.ASB.110","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.336.ASB_.110-Hat-Coat-Hook-Victorian-Square-Stem-2-Hole-ANT-BRASS-110mm-2.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-victorian-square-stem-2-hole-ant-brass-110mm/"
"Hat & Coat Hook VICTORIAN Square Stem 2 hole Ant Iron 110mm","70.336.AI.110","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336.AI_.110-Hat-Coat-Hook-Victorian-Ant-Iron-110mm-Square-Stem-2-hole.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-victorian-square-stem-2-hole-ant-iron-110mm-3/"
"Hat & Coat Hook VOLUTE Sq Plate Ant Iron 80(H) x 75(P)","49.336E.AI.100","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.336E.AI_.100-Hat-coat-Hook-Volute.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-volute-square-plate-ant-iron-100mm/"
"Hat & Coat Hook WHALE FIN Cast Antique Iron 3.5″ /  90mm","01.336WF.AI.90","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.336WF.AI_.90-Hat-Coat-Hook-WHALE-FIN-Ant-Iron-90mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hat-coat-hook-whale-fin-cast-antique-iron-3-5-90mm/"
"Hat & Coat Hook with Base ADMIRALCast Ant Iron 110mm","E199","Coat Hooks, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2022/04/E199-Hat-Coat-Hook-on-Rose-ADMIRAL-Cast-Antique-Iron-145mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/hat-coat-hook-with-base-admiralcast-ant-iron-110mm/"
"Hat and Coat Hook Art Deco style Antique Iron 4″ / 100mm","70.336J.AI.151","Art Deco & Art Nouveau, Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.336J.AI_.151-Art-Deco-Hook-Ant-Iron-150mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/art-deco/hat-and-coat-hook-art-deco-style-antique-iron/"
"Heart Hook Hand Forged Antique Iron 125mm / 5″","49.337.HFA.125","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.337.HFA_.125-Heart-Hook-Hand-Forged-Antique-Iron-125mm-5.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/heart-hook-hand-forged-antique-iron-125mm-5/"
"Hogwarts Express Plaque Cast Iron 100 x 150mm","01.342.AI.EXPR","Novelty, Railway, Shows & Films","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.342.AI_.EXPR_.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/railway/hogwarts-express-plaque-l-150mm-x-100mm-h/"
"Hook DEER style Aluminium Ant Patina 150mm / 6″","01.338D.ACP.150","Category: Coat Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.338D.ACP_.150-Deer-Hook.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/hooks-rails-pipework/coat-hooks/hook-deer-style-aluminium-ant-patina-150mm-6/"
"Hook for Airer Chain Antique Iron","E166","Airer Sets, Architectural Ironmongery, Clothes Airers, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/10/E166-Hook-for-Simple-Chain-Zinc-Plate-50mm.jpg","https://www.adfixtrade.co.uk/products/decorative-hardware/airer-sets/hook-for-airer-chain-1000mm/"
"Hook Rail 3 Hook Distressed Galv Patina 190 x 430mm","E103.BS","Hook Rails, Hookrails, Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/E103.BS-Hook-Rail-3-Hook-Antique-Galv-Patina-190-x-430mm.jpg","https://www.adfixtrade.co.uk/products/hooks/hookrails/hook-rail-3-hook-distressed-galv-patina-190-x-430mm/"
"Hook Rail 4 Hook Distressed Galv Patina 190 x 590mm","E119.BS","Hook Rails, Hookrails, Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/E119.BS-Hook-Rail-3-Hook-Antique-Galv-Patina-190-x-590mm.jpg","https://www.adfixtrade.co.uk/products/hooks/hookrails/hook-rail-4-hook-distressed-galv-patina-190-x-550mm/"
"Hook Rail 5 Hook Distressed Galv Patina 190 x 770mm","E120.BS","Hook Rails, Hookrails, Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/E120.BS-Hook-Rail-3-Hook-Antique-Galv-Patina-190-x-770mm-1.jpg","https://www.adfixtrade.co.uk/products/homeware/living/hooks-living/hook-rail-5-hook-distressed-galv-patina-190-x-730mm/"
"Hook Rail Cast Ant Iron (2 Hooks) with Finial 340mm","E138.BS","Category: Hook Rails","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/E138.BS-Hook-Rail-Cast-Ant-Iron-2-Hooks-with-Finials-340mm.jpg","https://www.adfixtrade.co.uk/products/brackets/hook-rail-cast-ant-iron-2-hooks-with-finial-340mm/"
"Hook Rail Cast Ant Iron (4 Hooks) with Finial Ends 520mm","70.851.AI.520","Category: Hook Rails","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.851.AI_.520-Hook-Rail-Cast-Ant-Iron-520mm-scaled.jpg","https://www.adfixtrade.co.uk/products/brackets/hook-rail-cast-ant-iron-4-hooks-with-finial-ends-520mm/"
