"coin_name","coin_symbol","coin_slug","coin_price","coin_volume24h","coin_volume7d","coin_volume30d","coin_marketCap","coin_percentChange1h","coin_percentChange24h","coin_percentChange7d","coin_marketCapByTotalSupply","coin_circulatingSupply","cryptos","exchanges","market_cap","crypto_24h_volume","dominance","eth_Gas","todays_crypto_market_cap","todays_market_increase_or_decrease"
"REGENT COIN","REGENT","regent-coin","4.262733883437071","73484.65753588","534547.61695604","2386037.40326732","0.0","-1.62837345","-5.21955291","-16.78340387","12361928.261967506","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"TCGCoin 2.0","TCG2","tcgcoin-2-0","0.050794451830611216","73255.63833929","519410.01327339","2085038.69067573","0.0","0.01495128","0.02046732","-28.80435354","14222446.512571141","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Invesco QQQ Trust Defichain","DQQQ","qqq-tokenized-stock-defichain","166.12747313257287","73130.1224552","525937.85335625","2233960.2019034","0.0","-0.44459802","-2.75052097","-6.14780641","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Secretum","SER","secretum","0.004901315875013235","73088.59892998","497729.23789397","2394087.76177503","0.0","-1.99626936","4.27538951","-12.48305523","490131.5875013235","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Zeptacoin","ZPTC","zeptacoin","0.06667842909602764","72909.6983888","515650.60420964","2290794.00027528","0.0","-13.29700398","-10.72945021","-23.82717819","3333921.454801382","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BighBull","BIGB","bighbull","0.005291420607922453","72901.57122996","548936.07472882","2372963.65642051","0.0","0.00380677","-4.25229123","422.45682309","2645710.3039612267","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Koinos","KOIN","koinos","0.4073093518990591","72822.51053267","542279.4601091","2114740.59384116","0.0","2.54734354","29.83053578","15574.04757036","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Football Fan App","FNC","football-fan","0.012147261221665456","72799.11616126","546496.30785401","2376288.40978849","0.0","0.07797523","1.28700685","15.51451965","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"LeisureMeta","LM","leisuremeta","0.40011442024824884","72575.47445277","525695.56536612","2442854.42133147","0.0","0.22680752","0.162481","0.36259954","2000572101.2412443","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Shido","SHIDO","shido-inu","0.0001155742818221277","72421.69619324","475526.51412394","2101797.49846494","0.0","0.56594777","-10.42981095","-15.22700782","5778714.091106385","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MicroStrategy tokenized stock FTX","MSTR","microstrategy-tokenized-stock-ftx","107.8746285973024","72342.05377809","521453.13548929","2016727.27040363","0.0","0.93677971","-5.19307442","-13.00873662","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Changer","CNG","changer","0.052329807718147936","72212.2175849","478204.93321257","2487489.71534931","0.0","-0.13425309","1.66813078","10.17829378","10465961.543629587","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Akitavax","AKITAX","akitavax","1.7394848398841136e-05","72205.697727","501307.15285834","2052388.50955074","0.0","0.01988534","4.4907212","200.45746477","164207.36886766547","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"TaleCraft","CRAFT","talecraft","0.01892558457396861","72121.56441015","494461.01699311","1980875.74787742","0.0","0.06291359","-2.91986794","-11.62465962","567767.5372190583","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Acet","ACT","acet","0.007073796244000564","71902.20659314","489168.98898597","2008983.81123913","0.0","2.0467085","-0.49249936","-7.52853343","1708870.1017600447","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ROGin AI","ROG","rogin-ai","0.32047889580247624","71635.03423698","534495.64530111","2296384.142204","0.0","-0.02444985","0.5775036","-0.17819106","64095779.16049525","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"AssetMantle","MNTL","assetmantle","0.012262459962091776","71411.95862925","520712.2453813","1949019.62053816","0.0","-0.01958233","-7.50195732","-34.83860166","4466134.871391386","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Acadex Network","ACDX","acadex-network","0.01887949394198624","71275.89984145","509080.85174071","1957281.34870832","0.0","0.05700822","2.20068204","16.57657963","18879493.94198624","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"LinkDao Network","LKD","linkdao-network","0.5838220573014933","70989.57978225","450464.98925548","2090430.70594007","0.0","-0.15927139","-0.57031154","-2.80310611","5838220.573014933","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped Ampleforth","WAMPL","wrapped-ampleforth","4.197255677655058","70666.47108416","449773.35997174","2017378.03892425","0.0","-0.13586601","-6.65728539","-27.85851718","2002116.1417755287","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Point Coin","POINT","point-coin","4.001054178313355","70640.48235485","504509.80735277","2206270.01000586","0.0","0.00730705","0.02075148","-19.98202707","2000527089.1566775","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MetaWear","WEAR","metawear","0.0016103526919335716","70566.03802856","446256.4312951","2132811.90599521","0.0","-7.8367772","-10.2990286","-4.63012622","8051763.459667858","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped WAN","WWAN","wrapped-wan","0.1511389803801488","70504.10278118","471383.6522434","2213664.56325552","0.0","-0.16062701","-5.82563706","-11.27928931","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Invitoken","INVI","invitoken","1.5759229298405595","70397.25873257","478377.5215197","2122305.90266055","0.0","-0.05954723","-0.35996999","0.24204443","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Proxy","PRXY","proxy","0.1658857904497396","70327.66534205","536126.41288882","1940841.67156932","0.0","0.08185294","-1.99257409","-16.9403431","396632.9249653274","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"HyperVerse","HVT","hyperverse","4.765956572476724e-06","70270.68225546","502488.32159387","1977889.28979128","0.0","-1.14459531","0.44248636","-10.70127492","47659.56572476724","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Zone of Avoidance","ZOA","zone-of-avoidance","0.0019950689503802797","70202.4944367","528392.81543237","2148983.95185999","0.0","-0.78863876","-1.41547103","-3.76477184","1995068.9503802797","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"CAPITAL X CELL","CXC","capital-x-cell","2.379638870746222e-05","70122.07782619","452087.1027527","2265620.5266492","0.0","1.93190074","22.71572899","6.94205412","9531.691089551407","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ZoidPay","ZPAY","zoidpay","0.048101120386371946","70044.7311224","441975.06267","2194546.34616405","0.0","0.06633752","1.59718866","-15.31649182","33670784.27046036","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Jointer","JNTR","jointer","0.02086560186791349","70030.63990424","482991.79760766","1821082.37742001","0.0","-3.15323076","-5.20665247","-7.35328759","248869831.67464805","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Coin Of Champions","COC","coin-of-champions","5.596830014410715e-08","69976.23150857","484543.82230156","2090630.78487585","0.0","0.48598353","-3.93887202","-18.20427261","17684080.221067637","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SmartNFT","SMARTNFT","smartnft","7.762751155558143e-05","69950.65124954","491399.93754831","2043936.86494374","0.0","-0.27481915","-6.16025545","-25.86196514","77627.51155558143","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"JEN COIN","JEN","jen-coin","0.1773280254766244","69924.25167562","444450.05499206","2051643.80047449","0.0","0.73686314","18.28066579","10.26350892","3723888.1803530613","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Robo Inu Finance","RBIF","robo-inu-finance","2.86535818368686e-10","69518.39143038","471303.83691547","2006918.70478604","0.0","-0.43390788","-15.89075039","-15.79308456","17074282.543502267","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BH Network","BHAT","bh-network","0.03680582556947881","69431.58021035","496940.83454675","2216611.42124283","0.0","-0.03135591","-5.33822975","-30.88720657","18402912.784739405","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Polygen","PGEN","polygen","0.00047997312756560426","69419.70986637","494873.55199529","1876621.78535708","0.0","1.15069955","7.58666453","1.9520586","479973.1275656043","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Kaizen Finance","KZEN","kaizen-finance","0.027770378228886384","69395.09856848","443813.4346248","2121785.0854625","0.0","-0.63035136","0.46206722","-0.39381212","27770378.228886385","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"NXD Next","NXDT","nxd-next","0.007270635975492706","69365.83880994","501725.38412968","2137698.71452286","0.0","-0.87194368","1.01661394","-7.76753798","36353179.87746353","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Governance ALGO","gALGO","governance-algo","0.18945310126129172","69363.28602526","523128.66952337","2109446.61459366","0.0","0.97447814","-6.13812854","-15.79037845","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BiLira","TRYB","bilira","0.051883157696988494","69110.60343449","468813.82276113","1998924.66798295","0.0","0.06555798","-0.7232207","-1.84347828","12405701.677448276","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Kindly coin","KIND","kindly","0.04074894002373249","68879.84017923","447945.35718649","2005959.082707","0.0","0.03818585","-27.29020408","-30.81504339","4400885.522563109","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Hati","HATI","hati","7.83774773833224e-10","68864.10161482","463695.80954377","1905022.10914101","0.0","-1.94828006","-4.89987869","-4.26042396","522516.51588881545","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Space Misfits","SMCW","space-misfits","0.02272541511590081","68829.37031142","487756.67455448","2179294.68042784","0.0","-0.16194496","-0.63615125","-2.55074829","4545083.023180162","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Pikaster","SRBP","pikaster-srbp","0.044876640951453974","68822.47750594","466270.71462973","2149263.33284358","0.0","-0.01498535","2.6289263","-42.13611352","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Bored Candy City","CANDY","bored-candy-city","0.09645801945617238","68698.81936922","500731.24136072","2117167.14728318","0.0","-0.36802295","-3.23869091","36.97999669","2981971.847920584","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BITCOLOJIX","BTCIX","bitcolojix","0.7242657968160492","68663.71110345","472065.68834843","2171567.73901662","0.0","-2.06606295","0.48506555","2.44802425","57941263.74528394","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"HUPAYX","HPX","hupayx","0.014912256965460823","68334.73156981","496044.97717645","2370156.79556864","0.0","1.10292684","0.75855246","4.15379718","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Metaple Finance","MLX","metaple-finance","0.08839373140304482","68330.29897431","503532.65668435","2193853.82737333","0.0","-0.00750843","-0.07121283","-0.01457777","13259059.710456723","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Goons of Balatroon","GOB","goons-of-balatroon","0.004165341749475802","68319.99427667","493523.50276846","1936420.74259714","0.0","-0.06771955","-16.89471071","-24.85860376","3124006.3121068515","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Black Token","BLACK","black-token","0.001324218655833759","68281.72258196","514766.35327495","2215177.31967574","0.0","0.3145459","7.30737283","150.27523031","1324218.655833759","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Metano","METANO","metano-foundations-token","0.00018634889879597498","68102.54824313","518435.83060312","2159082.29480541","0.0","0.38026969","4.20129522","20.10298709","1863488.9879597498","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"RimsofLegend","ROL","rimsoflegend","0.008242212818389605","68089.65273612","467323.13487917","2212643.65776315","0.0","-4.23807463","-0.7023797","2.01172736","82422128.18389605","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MOBIX","MOBX","mobix","0.08957404828723169","67792.24866632","450508.01258942","2118076.41237718","0.0","0.4187138","-1.35766584","-3.27500889","8957404.82872317","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ChainCade","CHAINCADE","chaincade","1.277015505125771e-09","67709.6007824","485332.35354818","2254177.08628874","0.0","0.17465765","-6.71511268","-17.89158066","1277015.505125771","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"DaoVerse","DVRS","daoverse","0.00011063375892325449","67648.9710339","432044.29476104","2181438.88784038","0.0","0.00396776","-0.34495733","8.70302397","110633.75892325449","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Negative Tax","$NETA","negative-tax","0.03331807287457453","67483.69267138","446680.2466018","2100444.77542611","0.0","0.77010543","-8.88771461","-22.50849216","333180.7287457453","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"99Starz","STZ","99starz","0.04380947707911503","67370.14194295","463709.14167627","2101550.16967001","0.0","0.339918","-4.88382537","-11.04492342","478719.9998382469","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Agricoin","AGX","agricoin","0.0012091804476431465","67208.95441872","432880.25038504","1924717.95439713","0.0","0.66040831","-21.27338964","-57.97703594","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BITONE","BIO","bitone","0.08482277269410661","67012.2032584","507875.81540417","1829222.16294725","0.0","2.91653901","-2.73357226","-58.86690999","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Fautor","FDM","fandom","0.008322234302063289","67007.2583436","424360.98503469","2180616.18605841","0.0","-0.11624581","-2.44312196","-27.7010321","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"AvaXlauncher","AVXL","avaxlauncher","0.000166289607547409","66740.34819702","421303.9164072","2170931.68549292","0.0","0.95231736","-0.72043631","-12.53492956","332579.215094818","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Billionaire Plus","BPLUS","billionaire-plus","6.023321246817743e-05","66740.0754732","451759.26852398","1851740.11705593","0.0","0.76383763","1.05041459","-16.82183133","602332.1246817743","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Ratio Stable Coin","USDR","ratio-stable-coin","0.9937801891059611","66711.11419053","489868.81034995","2177539.41082586","0.0","0.00447121","0.68846252","0.30980904","905734.2456917403","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Catgirl","CATGIRL","catgirl","3.0938733118279e-10","66681.58400105","503924.72043646","1907995.83427231","0.0","0.80554403","-5.10735642","-18.48121375","11436676.740741394","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Derived","DVDX","derived","0.00011701973321414866","66399.3508313","490698.62708783","2107746.66809993","0.0","3.55938181","-6.87788965","-56.65789525","117019.73321414865","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"DeCredit","CDTC","decredit","0.0010972945948754123","66329.1674508","476740.9621712","2078733.50272664","0.0","0.09505112","-5.00336059","-15.20769405","329188.3784626237","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BLOCKS","BLOCKS","blocks","0.0013271620713926964","66089.88118115","467474.7980428","1996964.5087041","0.0","-0.13432138","-3.80261468","-17.52955387","12322484.834745377","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ESG","ESG","esg","0.7729990152195353","65992.27407406","440624.44447125","2132579.71968046","0.0","-0.25987748","-22.911031","22.67597409","37876951.74575723","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"YuzuSwap","YUZU","yuzuswap","0.004530837548684133","65950.94304114","415508.15466782","1894180.95966769","0.0","-0.46022279","-4.03479252","-10.37899975","131177.7919012511","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Ankr Staked BNB","ANKRBNB","ankr-staked-bnb","243.58157947297966","65926.89525245","487375.51871148","1944960.62540116","0.0","0.76401098","-5.18630626","-10.0055143","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Vention","VENTION","vention","0.0045535963887090155","65888.92373252","436479.65173024","1932282.67277659","0.0","-0.79676664","6.01023356","-1.01762871","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Battle Pets","PET","battle-pets","0.05321322260798287","65738.85414917","504278.69978208","2079543.29963042","0.0","0.76316851","1.34727506","6.94652052","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Idexo Token","IDO","idexo-token","0.021805854301079293","65573.62166259","443726.95503896","2027663.24009144","0.0","0.00380677","0.01925116","-56.30416499","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"OEC ETH","ETHK","ethk","1174.4406703904683","65569.1580243","475812.25383061","1917335.14841511","0.0","-0.20551977","-2.96873346","-7.20196457","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Piggy Finance","PIGGY","piggy-finance","0.0003480934539805318","65380.61784404","452545.06496189","2105227.70932507","0.0","0.58186346","-13.41617064","-23.16393117","34809.34539805318","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BattleVerse","BVC","battleverse","0.002169264980302602","65285.11130434","461287.27339137","1817053.90942949","0.0","0.18288482","-16.60097742","-24.24986325","2169264.980302602","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Coinweb","CWEB","coinweb","0.014775814665434954","65283.10432988","483669.96175216","2187355.20150363","0.0","-0.0066666","-3.99629364","-17.91026567","113357701.76344056","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"dexSHARE","DEXSHARE","dexshare","37.8670596668725","65163.46419254","447971.83204199","1925509.10742511","0.0","0.65409188","-1.65594728","17.23046423","2523574.457379384","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Givewell Inu","GINU","givewell-inu","0.00012624016804275016","65112.0346637","484847.71538383","2062309.95504891","0.0","-5.78879466","-13.8668313","-40.20454573","504960.6721710006","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Strip Finance","STRIP","strip-finance","0.016911286906583497","65034.92964326","484513.73029221","1832744.32337136","0.0","-0.16065513","-1.29998497","-0.23621799","845564.3453291749","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Nether NFT","NTR","nether-nft","0.009116287631228978","65027.50288961","477428.18292498","2121974.85454673","0.0","-0.1359073","-15.90307804","-42.37406806","237023.47841195343","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"OnX Finance","ONX","onx-finance","0.047271720607542096","64899.2447526","469221.59679386","1885294.36700578","0.0","-0.18428639","1.7634427","-13.70526953","37223.6124395154","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
