"coin_name","coin_symbol","coin_slug","coin_price","coin_volume24h","coin_volume7d","coin_volume30d","coin_marketCap","coin_percentChange1h","coin_percentChange24h","coin_percentChange7d","coin_marketCapByTotalSupply","coin_circulatingSupply","cryptos","exchanges","market_cap","crypto_24h_volume","dominance","eth_Gas","todays_crypto_market_cap","todays_market_increase_or_decrease"
"Antex","ANTEX","antex","8.167622738012099e-06","64872.39213215","493508.75806046","2026316.96485401","0.0","0.15376494","-0.61439541","-16.82952327","816762.2738012099","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Got Guaranteed","GOTG","got-guaranteed","0.4151114465572434","64587.8159745","488015.9818533","1805557.05038115","0.0","-2.34922397","-13.88383977","3.51131337","747200603.8030381","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ARTIC Foundation","ARTIC","artic-foundation","0.015604189316368668","64330.17741965","416749.6386669","1862903.76357278","0.0","6.12648882","6.51572927","-17.63894247","1560418.9316368669","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ZudgeZury","ZZC","zudgezury","1.3003491096973891e-06","64247.9366493","419469.14828826","2081777.89744887","0.0","-1.51140242","-9.7048427","-9.07330413","1300349109.6973891","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Pacific","PAF","pacific","0.0005581692205708467","64222.96774802","494178.82575912","1795659.12148892","0.0","0.98651608","-3.03409151","3.34486165","558169.2205708467","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"AssangeDAO","JUSTICE","assangedao","5.412246871137057e-05","64186.85181507","453861.09338424","1919724.17401979","0.0","-0.12906909","-16.95502206","-18.76712421","938816.2690983239","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Gas DAO","GAS","gas-dao","1.4259763396300278e-06","64161.27479554","479987.74648052","2047246.9018106","0.0","-0.13337381","-7.7129479","-13.8996487","1425976.3396300278","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Rubidium","RBD","rubidium","0.02023543268398322","64130.01150163","467981.71341869","2018920.13515637","0.0","1.61110051","-1.53822623","-8.02764713","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Medamon","MON","medamon","0.0920792715283944","64015.74825274","464492.00451233","1839640.57304587","0.0","0.00574271","-5.20238606","-18.98111323","7366341.722271552","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"GICTrade","GICT","gictrade","0.9321630608812","63861.04997429","490624.96459927","2103796.04503692","0.0","-0.03437607","-0.06543826","0.04322119","93216306.08812","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Source Token","SRCX","source-token","0.007017903542387444","63846.25033103","491237.29870687","1948813.96340193","0.0","0.76342696","-4.44983256","-16.22909141","2069368.332586149","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"FunFi","FNF","funfi","1.639794214755147e-09","63651.71527429","441380.71520157","1763761.34970866","0.0","6.13582444","-2.70326275","-43.2587962","1639794.214755147","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BLUEART TOKEN","BLA","blueart-token","0.012270506274048701","63454.3236485","470263.58099705","1843607.39806206","0.0","0.14451402","0.33543232","4.03523868","1079804.5521162858","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"My Crypto Heroes","MCHC","my-crypto-heroes","0.106421598196403","63440.55989714","453378.98773341","2077977.02216276","0.0","-0.11345423","-3.26478949","-29.73127902","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Forever Burn","FBURN","forever-burn","0.4850748814700249","63352.33884455","404972.48175338","1791072.41379694","0.0","0.76551468","-23.82936843","-55.78634635","440813.73883541103","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Jet Protocol","JET","jet-protocol","0.022540120925108972","63337.5431263","469578.27350138","1946222.76323247","0.0","-0.01740664","-1.51990007","-11.63443254","38318205.57268525","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ApeJet","JET","apejet","0.7558861033233519","63336.77059827","456022.99508007","1753894.21460087","0.0","-0.31825404","-17.61116659","-64.63733112","83147.47136556871","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Ndau","NDAU","ndau","14.57591325116181","63332.33858935","401780.6930261","2055056.77919614","0.0","-0.03049514","-1.25470678","1.70136023","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"JumpToken","JMPT","jumptoken","2.116906371041833","63091.41836656","479332.681145","2061104.56475396","0.0","-0.15329549","-2.6871649","-7.07148821","211690637.1041833","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"CRYPTOKKI","TOKKI","cryptokki","0.03580422388795405","63005.56480892","477705.20873929","1997841.82467061","0.0","-0.10193089","0.00494514","-16.40652827","17902111.943977024","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BergerDoge","BERGERDOGE","bergerdoge","5.18533207069e-13","62880.47774635","437302.21139365","1870066.85664279","0.0","9.77196859","-10.74615975","61.51472076","217783.94696898","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Alpaca City","ALPA","alpaca-city","0.02138455620194566","62689.53984492","451955.7617679","1958167.89266359","0.0","-0.54188613","-1.91800973","-2.54643141","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"CoW Protocol","COW","cow-protocol","0.07588799259572372","62420.32277125","414215.10827889","2051020.0846868","0.0","0.16557666","-2.54938146","4.62859566","75887992.59572372","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"AlphaDEX","ROAR","alphadex","0.006322019811332711","62383.99751895","449959.75066651","1655622.10620686","0.0","0.76306407","-9.84287231","-6.771673","758642.3773599253","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"EnterDAO","ENTR","enterdao","0.01870363740696424","62337.85941692","409266.05802582","1910336.26733954","0.0","-0.00034048","-1.02071265","-15.85068426","1870363.740696424","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Frax Price Index Share","FPIS","frax-price-index-share","1.072469352693009","62311.14431187","472290.06243594","1752404.83642562","0.0","-0.13031055","-1.13643045","-0.75738274","107246935.2693009","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Amgen","AMG","amgen","1.0599845781125563","62214.27399905","458998.60310007","1808493.31296715","0.0","-0.21277397","0.25577039","-4.7447456","104938473.23314308","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Aldrin","RIN","aldrin","0.113567818126514","62108.95421866","476862.66454494","1836904.34925596","0.0","0.40007124","-1.3278432","-1.30491983","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Cherry Network","CHER","cherry-network","0.013511268475334515","62044.91252707","443446.95727523","1917550.54665439","0.0","-0.10916255","-5.91848555","-5.41081644","8106761.085200709","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Metastrike","MTS","metastrike","0.005706512191074494","61973.91246424","464939.42298688","1711818.54717711","0.0","3.42817492","-13.10784819","-4.30755227","3224179.387957089","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"H3RO3S","H3RO3S","h3ro3s","0.0010968146071208141","61932.25312376","422791.70600132","1765259.99752541","0.0","-0.3266985","-18.2589662","-14.48445515","1096814.607120814","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Dark Energy Crystals","DEC","dark-energy-crystals","0.0006919754466517014","61833.17103222","433353.70664518","1805617.19201444","0.0","0.98196467","-3.39430602","-10.14178865","691975446.6517015","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"VELOREX","VEX","velorex","0.0032293073140995114","61808.97390885","462759.88109155","1721878.76099819","0.0","0.76482306","2.83593634","-8.92354056","1614653.6570497558","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Bitcoin Legend","BCL","bitcoin-legend","0.00897771151843189","61744.54400948","449185.79618639","1934568.47285329","0.0","0.76439152","12.55227386","12.04646045","143643384.29491025","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ZURRENCY","ZURR","zurrency","1.6834519627851583","61695.03527307","414301.78673556","1992449.7237515","0.0","0.78227952","-2.13232575","-9.30354995","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Atlas DEX","ATS","atlas-dex","0.011669602681037778","61398.58024035","393512.99005235","1686157.43328116","0.0","4.03090597","-25.85110002","-24.55263147","2917400.6702594445","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Lets Go Brandon Token","LGBT","letsgobrandontoken","2.062608719806e-12","61335.20985916","434599.68115725","1956279.42166107","0.0","0.76147871","-4.85466525","-17.2251267","167071.306304286","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BT.Finance","BT","bt-finance","0.1660804911685024","61327.24502933","390742.83239443","2011350.39099487","0.0","-0.5405235","-3.21418093","-7.69154384","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Learning Star","LSTAR","learning-star","0.0011875201864644622","61304.53885166","412000.73225216","1977702.99387421","0.0","-0.13929855","0.24918893","-0.6859109","712950.5811446458","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Doge Eat Doge","OMNOM","doge-eat-doge","1.387785768354958e-09","61207.06194997","404609.43336571","1759150.87175733","0.0","-0.09409081","-28.44992403","-34.67172012","1387785.768354958","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"IVOGEL","IVG","ivogel","8.07870234917975e-06","61150.45329585","464688.51509564","1887937.07293106","0.0","0.08925623","1.03135583","5.31117047","8078.70234917975","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Dot Finance","PINK","dot-finance","0.004256265928170111","61074.97888605","447723.81429033","1725334.73645214","0.0","0.68610506","-4.30630382","-14.23693552","486582.9729634463","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Kalkulus","KLKS","kalkulus","0.0010598519039476853","61032.30242597","390697.60049819","1765015.48782461","0.0","-0.1629817","30.7627103","176.31677468","21448.047163329622","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SafeMars","SMARS","smars","3.30087570602968e-09","60924.00995929","457948.80895563","1684769.15015758","0.0","0.7645715","-6.82045334","0.90579533","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"HUGHUG Coin","HGHG","hughug-coin","0.008613061737166201","60896.0707578","454738.35948909","1652006.36043613","0.0","-0.16302007","1.29767041","-0.8278359","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"WhaleGirl","WGIRL","whalegirl","0.00015500857778163318","60807.44632526","431453.09791609","1729991.50091551","0.0","0.05855984","1.03915383","6.23596393","93005.14666897991","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
